Date (Month) M.E.,Province (inc. Canada) (M.E.),Monthly Earnings
2010-03-01,Saskatchewan,3698.6099999999997
2010-04-01,Saskatchewan,3578.7428571428572
2010-05-01,Saskatchewan,3680.895714285714
2010-06-01,Saskatchewan,3618.3428571428567
2010-07-01,Saskatchewan,3694.6242857142856
2010-08-01,Saskatchewan,3753.347142857143
2010-09-01,Saskatchewan,3626.1428571428573
2010-10-01,Saskatchewan,3818.358571428572
2010-11-01,Saskatchewan,3682.285714285714
2010-12-01,Saskatchewan,3810.8742857142856
2011-01-01,Saskatchewan,3903.4757142857143
2011-02-01,Saskatchewan,3439.96
2011-03-01,Saskatchewan,3819.4657142857145
2011-04-01,Saskatchewan,3741.428571428571
2011-05-01,Saskatchewan,3762.558571428571
2011-06-01,Saskatchewan,3650.357142857143
2011-07-01,Saskatchewan,3830.847142857143
2011-08-01,Saskatchewan,3911.801428571428
2011-09-01,Saskatchewan,3845.442857142857
2011-10-01,Saskatchewan,3949.5771428571434
2011-11-01,Saskatchewan,3834.9857142857145
2011-12-01,Saskatchewan,3946.8314285714287
2012-01-01,Saskatchewan,4025.571428571429
2012-02-01,Saskatchewan,3754.1742857142854
2012-03-01,Saskatchewan,4037.2185714285715
2012-04-01,Saskatchewan,3868.328571428571
2012-05-01,Saskatchewan,3969.594285714286
2012-06-01,Saskatchewan,3919.6285714285714
2012-07-01,Saskatchewan,4105.2414285714285
2012-08-01,Saskatchewan,4128.225714285714
2012-09-01,Saskatchewan,3976.242857142857
2012-10-01,Saskatchewan,4124.55
2012-11-01,Saskatchewan,3955.714285714286
2012-12-01,Saskatchewan,4133.274285714286
2013-01-01,Saskatchewan,4091.8228571428576
2013-02-01,Saskatchewan,3808.7200000000003
2013-03-01,Saskatchewan,4224.7242857142855
2013-04-01,Saskatchewan,4011.4714285714285
2013-05-01,Saskatchewan,4139.12
2013-06-01,Saskatchewan,4064.314285714286
2013-07-01,Saskatchewan,4190.801428571428
2013-08-01,Saskatchewan,4172.599999999999
2013-09-01,Saskatchewan,4036.371428571429
2013-10-01,Saskatchewan,4180.217142857143
2013-11-01,Saskatchewan,4107.128571428571
2013-12-01,Saskatchewan,4271.49
2014-01-01,Saskatchewan,4168.348571428571
2014-02-01,Saskatchewan,3880.2
2014-03-01,Saskatchewan,4282.650000000001
2014-04-01,Saskatchewan,4181.142857142857
2014-05-01,Saskatchewan,4245.5828571428565
2014-06-01,Saskatchewan,4201.114285714286
2014-07-01,Saskatchewan,4331.762857142857
2014-08-01,Saskatchewan,4358.29
2014-09-01,Saskatchewan,4196.528571428571
2014-10-01,Saskatchewan,4361.921428571429
2014-11-01,Saskatchewan,4252.757142857143
2014-12-01,Saskatchewan,4390.0428571428565
2015-01-01,Saskatchewan,4351.5142857142855
2015-02-01,Saskatchewan,3964.84
2015-03-01,Saskatchewan,4378.927142857143
2015-04-01,Saskatchewan,4188.642857142857
