Date (Month) R.E.P. HPI,Region (R.E.P)(inc. Aggregate) HPI,Housing Type (R.E.P.) HPI,Real Estate Price HPI
2009-05-01,Lower Mainland,Apartment,137.5
2009-06-01,Lower Mainland,Apartment,139.6
2009-07-01,Lower Mainland,Apartment,141.6
2009-08-01,Lower Mainland,Apartment,143.5
2009-09-01,Lower Mainland,Apartment,145.9
2009-10-01,Lower Mainland,Apartment,146.5
2009-11-01,Lower Mainland,Apartment,148.1
2009-12-01,Lower Mainland,Apartment,149.5
2010-01-01,Lower Mainland,Apartment,150.3
2010-02-01,Lower Mainland,Apartment,151.6
2010-03-01,Lower Mainland,Apartment,152.3
2010-04-01,Lower Mainland,Apartment,153.1
2010-05-01,Lower Mainland,Apartment,152.4
2010-06-01,Lower Mainland,Apartment,151.5
2010-07-01,Lower Mainland,Apartment,149.1
2010-08-01,Lower Mainland,Apartment,148.5
2010-09-01,Lower Mainland,Apartment,148.0
2010-10-01,Lower Mainland,Apartment,147.9
2010-11-01,Lower Mainland,Apartment,148.3
2010-12-01,Lower Mainland,Apartment,148.0
2011-01-01,Lower Mainland,Apartment,148.5
2011-02-01,Lower Mainland,Apartment,149.2
2011-03-01,Lower Mainland,Apartment,151.5
2011-04-01,Lower Mainland,Apartment,152.7
2011-05-01,Lower Mainland,Apartment,153.6
2011-06-01,Lower Mainland,Apartment,154.1
2011-07-01,Lower Mainland,Apartment,153.9
2011-08-01,Lower Mainland,Apartment,153.3
2011-09-01,Lower Mainland,Apartment,152.5
2011-10-01,Lower Mainland,Apartment,151.4
2011-11-01,Lower Mainland,Apartment,151.4
2011-12-01,Lower Mainland,Apartment,151.4
2012-01-01,Lower Mainland,Apartment,151.9
2012-02-01,Lower Mainland,Apartment,152.9
2012-03-01,Lower Mainland,Apartment,154.1
2012-04-01,Lower Mainland,Apartment,154.7
2012-05-01,Lower Mainland,Apartment,155.7
2012-06-01,Lower Mainland,Apartment,154.3
2012-07-01,Lower Mainland,Apartment,154.0
2012-08-01,Lower Mainland,Apartment,152.4
2012-09-01,Lower Mainland,Apartment,151.7
2012-10-01,Lower Mainland,Apartment,151.0
2012-11-01,Lower Mainland,Apartment,150.4
2012-12-01,Lower Mainland,Apartment,148.5
2013-01-01,Lower Mainland,Apartment,148.4
2013-02-01,Lower Mainland,Apartment,148.8
2013-03-01,Lower Mainland,Apartment,150.3
2013-04-01,Lower Mainland,Apartment,151.8
2013-05-01,Lower Mainland,Apartment,151.4
2013-06-01,Lower Mainland,Apartment,152.6
2013-07-01,Lower Mainland,Apartment,152.2
2013-08-01,Lower Mainland,Apartment,151.8
2013-09-01,Lower Mainland,Apartment,152.6
2013-10-01,Lower Mainland,Apartment,151.5
2013-11-01,Lower Mainland,Apartment,151.5
2013-12-01,Lower Mainland,Apartment,150.8
2014-01-01,Lower Mainland,Apartment,152.0
2014-02-01,Lower Mainland,Apartment,153.4
2014-03-01,Lower Mainland,Apartment,154.5
2014-04-01,Lower Mainland,Apartment,154.8
2014-05-01,Lower Mainland,Apartment,155.5
2014-06-01,Lower Mainland,Apartment,155.7
2014-07-01,Lower Mainland,Apartment,155.0
2014-08-01,Lower Mainland,Apartment,156.1
2014-09-01,Lower Mainland,Apartment,155.9
2014-10-01,Lower Mainland,Apartment,156.5
2014-11-01,Lower Mainland,Apartment,155.9
2014-12-01,Lower Mainland,Apartment,156.6
2015-01-01,Lower Mainland,Apartment,156.4
2015-02-01,Lower Mainland,Apartment,157.7
2015-03-01,Lower Mainland,Apartment,159.6
2015-04-01,Lower Mainland,Apartment,161.3
2015-05-01,Lower Mainland,Apartment,162.4
2015-06-01,Lower Mainland,Apartment,163.6
2015-07-01,Lower Mainland,Apartment,163.9
2015-08-01,Lower Mainland,Apartment,165.2
2015-09-01,Lower Mainland,Apartment,168.9
2015-10-01,Lower Mainland,Apartment,172.2
2015-11-01,Lower Mainland,Apartment,175.5
2015-12-01,Lower Mainland,Apartment,175.9
2016-01-01,Lower Mainland,Apartment,179.0
2016-02-01,Lower Mainland,Apartment,184.6
2016-03-01,Lower Mainland,Apartment,188.4
2016-04-01,Lower Mainland,Apartment,193.2
2016-05-01,Lower Mainland,Apartment,197.6
2016-06-01,Lower Mainland,Apartment,204.0
2016-07-01,Lower Mainland,Apartment,208.3
2016-08-01,Lower Mainland,Apartment,210.9
2016-09-01,Lower Mainland,Apartment,210.5
2016-10-01,Lower Mainland,Apartment,211.0
2016-11-01,Lower Mainland,Apartment,211.9
2016-12-01,Lower Mainland,Apartment,211.1
2017-01-01,Lower Mainland,Apartment,212.2
2017-02-01,Lower Mainland,Apartment,218.5
2017-03-01,Lower Mainland,Apartment,224.2
2017-04-01,Lower Mainland,Apartment,230.9
2017-05-01,Lower Mainland,Apartment,238.0
2017-06-01,Lower Mainland,Apartment,244.3
2017-07-01,Lower Mainland,Apartment,251.5
2017-08-01,Lower Mainland,Apartment,255.6
2017-09-01,Lower Mainland,Apartment,259.5
2017-10-01,Lower Mainland,Apartment,263.7
2017-11-01,Lower Mainland,Apartment,267.3
2017-12-01,Lower Mainland,Apartment,271.0
2018-01-01,Lower Mainland,Apartment,276.8
2018-02-01,Lower Mainland,Apartment,285.2
2018-03-01,Lower Mainland,Apartment,291.6
2018-04-01,Lower Mainland,Apartment,294.8
2018-05-01,Lower Mainland,Apartment,296.1
2018-06-01,Lower Mainland,Apartment,297.0
2018-07-01,Lower Mainland,Apartment,295.8
2018-08-01,Lower Mainland,Apartment,291.5
2018-09-01,Lower Mainland,Apartment,287.8
2018-10-01,Lower Mainland,Apartment,285.8
2018-11-01,Lower Mainland,Apartment,279.4
2018-12-01,Lower Mainland,Apartment,277.8
2019-01-01,Lower Mainland,Apartment,275.0
2019-02-01,Lower Mainland,Apartment,275.6
2019-03-01,Lower Mainland,Apartment,276.1
2019-04-01,Lower Mainland,Apartment,276.9
2019-05-01,Lower Mainland,Apartment,275.3
2019-06-01,Lower Mainland,Apartment,271.2
2019-07-01,Lower Mainland,Apartment,270.5
2019-08-01,Lower Mainland,Apartment,270.7
2019-09-01,Lower Mainland,Apartment,269.4
2019-10-01,Lower Mainland,Apartment,269.6
2019-11-01,Lower Mainland,Apartment,269.3
2019-12-01,Lower Mainland,Apartment,270.9
2020-01-01,Lower Mainland,Apartment,273.7
2020-02-01,Lower Mainland,Apartment,278.8
2020-03-01,Lower Mainland,Apartment,283.2
2020-04-01,Lower Mainland,Apartment,283.1
2020-05-01,Lower Mainland,Apartment,281.6
2020-06-01,Lower Mainland,Apartment,280.2
2020-07-01,Lower Mainland,Apartment,281.1
2020-08-01,Lower Mainland,Apartment,282.0
2020-09-01,Lower Mainland,Apartment,281.3
2005-01-01,Greater Vancouver,Apartment,100.0
2005-02-01,Greater Vancouver,Apartment,100.9
2005-03-01,Greater Vancouver,Apartment,101.8
2005-04-01,Greater Vancouver,Apartment,102.6
2005-05-01,Greater Vancouver,Apartment,104.4
2005-06-01,Greater Vancouver,Apartment,106.5
2005-07-01,Greater Vancouver,Apartment,108.1
2005-08-01,Greater Vancouver,Apartment,109.2
2005-09-01,Greater Vancouver,Apartment,111.5
2005-10-01,Greater Vancouver,Apartment,112.1
2005-11-01,Greater Vancouver,Apartment,113.0
2005-12-01,Greater Vancouver,Apartment,114.1
2006-01-01,Greater Vancouver,Apartment,116.1
2006-02-01,Greater Vancouver,Apartment,118.8
2006-03-01,Greater Vancouver,Apartment,120.9
2006-04-01,Greater Vancouver,Apartment,123.9
2006-05-01,Greater Vancouver,Apartment,126.7
2006-06-01,Greater Vancouver,Apartment,128.4
2006-07-01,Greater Vancouver,Apartment,129.7
2006-08-01,Greater Vancouver,Apartment,131.1
2006-09-01,Greater Vancouver,Apartment,132.2
2006-10-01,Greater Vancouver,Apartment,131.9
2006-11-01,Greater Vancouver,Apartment,131.8
2006-12-01,Greater Vancouver,Apartment,130.9
2007-01-01,Greater Vancouver,Apartment,133.3
2007-02-01,Greater Vancouver,Apartment,134.8
2007-03-01,Greater Vancouver,Apartment,136.2
2007-04-01,Greater Vancouver,Apartment,138.3
2007-05-01,Greater Vancouver,Apartment,140.2
2007-06-01,Greater Vancouver,Apartment,141.9
2007-07-01,Greater Vancouver,Apartment,143.3
2007-08-01,Greater Vancouver,Apartment,145.1
2007-09-01,Greater Vancouver,Apartment,146.2
2007-10-01,Greater Vancouver,Apartment,147.2
2007-11-01,Greater Vancouver,Apartment,148.2
2007-12-01,Greater Vancouver,Apartment,148.8
2008-01-01,Greater Vancouver,Apartment,149.8
2008-02-01,Greater Vancouver,Apartment,151.3
2008-03-01,Greater Vancouver,Apartment,152.4
2008-04-01,Greater Vancouver,Apartment,152.9
2008-05-01,Greater Vancouver,Apartment,153.0
2008-06-01,Greater Vancouver,Apartment,153.3
2008-07-01,Greater Vancouver,Apartment,150.3
2008-08-01,Greater Vancouver,Apartment,149.0
2008-09-01,Greater Vancouver,Apartment,147.3
2008-10-01,Greater Vancouver,Apartment,142.9
2008-11-01,Greater Vancouver,Apartment,138.4
2008-12-01,Greater Vancouver,Apartment,133.9
2009-01-01,Greater Vancouver,Apartment,133.3
2009-02-01,Greater Vancouver,Apartment,132.1
2009-03-01,Greater Vancouver,Apartment,131.3
2009-04-01,Greater Vancouver,Apartment,133.5
2009-05-01,Greater Vancouver,Apartment,135.9
2009-06-01,Greater Vancouver,Apartment,138.4
2009-07-01,Greater Vancouver,Apartment,140.7
2009-08-01,Greater Vancouver,Apartment,142.8
2009-09-01,Greater Vancouver,Apartment,145.5
2009-10-01,Greater Vancouver,Apartment,146.2
2009-11-01,Greater Vancouver,Apartment,148.1
2009-12-01,Greater Vancouver,Apartment,149.6
2010-01-01,Greater Vancouver,Apartment,150.2
2010-02-01,Greater Vancouver,Apartment,151.5
2010-03-01,Greater Vancouver,Apartment,152.1
2010-04-01,Greater Vancouver,Apartment,153.1
2010-05-01,Greater Vancouver,Apartment,152.2
2010-06-01,Greater Vancouver,Apartment,151.0
2010-07-01,Greater Vancouver,Apartment,148.7
2010-08-01,Greater Vancouver,Apartment,148.3
2010-09-01,Greater Vancouver,Apartment,148.0
2010-10-01,Greater Vancouver,Apartment,147.9
2010-11-01,Greater Vancouver,Apartment,148.2
2010-12-01,Greater Vancouver,Apartment,147.9
2011-01-01,Greater Vancouver,Apartment,148.4
2011-02-01,Greater Vancouver,Apartment,148.9
2011-03-01,Greater Vancouver,Apartment,151.5
2011-04-01,Greater Vancouver,Apartment,152.7
2011-05-01,Greater Vancouver,Apartment,153.8
2011-06-01,Greater Vancouver,Apartment,154.4
2011-07-01,Greater Vancouver,Apartment,154.1
2011-08-01,Greater Vancouver,Apartment,153.6
2011-09-01,Greater Vancouver,Apartment,152.8
2011-10-01,Greater Vancouver,Apartment,151.7
2011-11-01,Greater Vancouver,Apartment,151.9
2011-12-01,Greater Vancouver,Apartment,151.7
2012-01-01,Greater Vancouver,Apartment,152.3
2012-02-01,Greater Vancouver,Apartment,153.2
2012-03-01,Greater Vancouver,Apartment,154.3
2012-04-01,Greater Vancouver,Apartment,155.0
2012-05-01,Greater Vancouver,Apartment,156.2
2012-06-01,Greater Vancouver,Apartment,154.8
2012-07-01,Greater Vancouver,Apartment,154.1
2012-08-01,Greater Vancouver,Apartment,152.1
2012-09-01,Greater Vancouver,Apartment,151.5
2012-10-01,Greater Vancouver,Apartment,151.3
2012-11-01,Greater Vancouver,Apartment,150.6
2012-12-01,Greater Vancouver,Apartment,148.9
2013-01-01,Greater Vancouver,Apartment,148.5
2013-02-01,Greater Vancouver,Apartment,148.9
2013-03-01,Greater Vancouver,Apartment,150.5
2013-04-01,Greater Vancouver,Apartment,152.1
2013-05-01,Greater Vancouver,Apartment,151.8
2013-06-01,Greater Vancouver,Apartment,153.4
2013-07-01,Greater Vancouver,Apartment,153.0
2013-08-01,Greater Vancouver,Apartment,152.0
2013-09-01,Greater Vancouver,Apartment,153.2
2013-10-01,Greater Vancouver,Apartment,152.3
2013-11-01,Greater Vancouver,Apartment,153.0
2013-12-01,Greater Vancouver,Apartment,152.6
2014-01-01,Greater Vancouver,Apartment,153.9
2014-02-01,Greater Vancouver,Apartment,155.4
2014-03-01,Greater Vancouver,Apartment,156.3
2014-04-01,Greater Vancouver,Apartment,156.6
2014-05-01,Greater Vancouver,Apartment,157.4
2014-06-01,Greater Vancouver,Apartment,157.6
2014-07-01,Greater Vancouver,Apartment,157.0
2014-08-01,Greater Vancouver,Apartment,158.1
2014-09-01,Greater Vancouver,Apartment,157.9
2014-10-01,Greater Vancouver,Apartment,158.4
2014-11-01,Greater Vancouver,Apartment,158.0
2014-12-01,Greater Vancouver,Apartment,158.8
2015-01-01,Greater Vancouver,Apartment,158.7
2015-02-01,Greater Vancouver,Apartment,159.9
2015-03-01,Greater Vancouver,Apartment,162.0
2015-04-01,Greater Vancouver,Apartment,164.0
2015-05-01,Greater Vancouver,Apartment,165.1
2015-06-01,Greater Vancouver,Apartment,166.6
2015-07-01,Greater Vancouver,Apartment,166.7
2015-08-01,Greater Vancouver,Apartment,168.2
2015-09-01,Greater Vancouver,Apartment,172.0
2015-10-01,Greater Vancouver,Apartment,175.6
2015-11-01,Greater Vancouver,Apartment,179.2
2015-12-01,Greater Vancouver,Apartment,179.8
2016-01-01,Greater Vancouver,Apartment,183.5
2016-02-01,Greater Vancouver,Apartment,189.3
2016-03-01,Greater Vancouver,Apartment,192.8
2016-04-01,Greater Vancouver,Apartment,198.0
2016-05-01,Greater Vancouver,Apartment,202.5
2016-06-01,Greater Vancouver,Apartment,209.2
2016-07-01,Greater Vancouver,Apartment,213.1
2016-08-01,Greater Vancouver,Apartment,215.2
2016-09-01,Greater Vancouver,Apartment,214.5
2016-10-01,Greater Vancouver,Apartment,214.2
2016-11-01,Greater Vancouver,Apartment,214.6
2016-12-01,Greater Vancouver,Apartment,213.6
2017-01-01,Greater Vancouver,Apartment,214.3
2017-02-01,Greater Vancouver,Apartment,220.8
2017-03-01,Greater Vancouver,Apartment,226.3
2017-04-01,Greater Vancouver,Apartment,233.0
2017-05-01,Greater Vancouver,Apartment,240.0
2017-06-01,Greater Vancouver,Apartment,246.6
2017-07-01,Greater Vancouver,Apartment,253.0
2017-08-01,Greater Vancouver,Apartment,256.8
2017-09-01,Greater Vancouver,Apartment,260.0
2017-10-01,Greater Vancouver,Apartment,263.2
2017-11-01,Greater Vancouver,Apartment,266.3
2017-12-01,Greater Vancouver,Apartment,268.8
2018-01-01,Greater Vancouver,Apartment,273.0
2018-02-01,Greater Vancouver,Apartment,280.0
2018-03-01,Greater Vancouver,Apartment,284.6
2018-04-01,Greater Vancouver,Apartment,287.2
2018-05-01,Greater Vancouver,Apartment,287.5
2018-06-01,Greater Vancouver,Apartment,288.4
2018-07-01,Greater Vancouver,Apartment,287.3
2018-08-01,Greater Vancouver,Apartment,283.2
2018-09-01,Greater Vancouver,Apartment,279.3
2018-10-01,Greater Vancouver,Apartment,277.9
2018-11-01,Greater Vancouver,Apartment,271.6
2018-12-01,Greater Vancouver,Apartment,270.5
2019-01-01,Greater Vancouver,Apartment,268.8
2019-02-01,Greater Vancouver,Apartment,269.4
2019-03-01,Greater Vancouver,Apartment,268.0
2019-04-01,Greater Vancouver,Apartment,268.1
2019-05-01,Greater Vancouver,Apartment,266.6
2019-06-01,Greater Vancouver,Apartment,262.8
2019-07-01,Greater Vancouver,Apartment,262.0
2019-08-01,Greater Vancouver,Apartment,262.4
2019-09-01,Greater Vancouver,Apartment,261.5
2019-10-01,Greater Vancouver,Apartment,261.8
2019-11-01,Greater Vancouver,Apartment,261.5
2019-12-01,Greater Vancouver,Apartment,263.7
2020-01-01,Greater Vancouver,Apartment,266.3
2020-02-01,Greater Vancouver,Apartment,272.0
2020-03-01,Greater Vancouver,Apartment,275.9
2020-04-01,Greater Vancouver,Apartment,275.4
2020-05-01,Greater Vancouver,Apartment,274.5
2020-06-01,Greater Vancouver,Apartment,272.2
2020-07-01,Greater Vancouver,Apartment,272.9
2020-08-01,Greater Vancouver,Apartment,274.2
2020-09-01,Greater Vancouver,Apartment,273.3
2005-01-01,Fraser Valley,Apartment,100.0
2005-02-01,Fraser Valley,Apartment,100.9
2005-03-01,Fraser Valley,Apartment,101.7
2005-04-01,Fraser Valley,Apartment,102.6
2005-05-01,Fraser Valley,Apartment,103.8
2005-06-01,Fraser Valley,Apartment,105.0
2005-07-01,Fraser Valley,Apartment,106.1
2005-08-01,Fraser Valley,Apartment,107.3
2005-09-01,Fraser Valley,Apartment,108.5
2005-10-01,Fraser Valley,Apartment,109.9
2005-11-01,Fraser Valley,Apartment,111.4
2005-12-01,Fraser Valley,Apartment,112.9
2006-01-01,Fraser Valley,Apartment,115.5
2006-02-01,Fraser Valley,Apartment,118.2
2006-03-01,Fraser Valley,Apartment,120.9
2006-04-01,Fraser Valley,Apartment,124.6
2006-05-01,Fraser Valley,Apartment,128.3
2006-06-01,Fraser Valley,Apartment,132.2
2006-07-01,Fraser Valley,Apartment,134.5
2006-08-01,Fraser Valley,Apartment,136.9
2006-09-01,Fraser Valley,Apartment,139.3
2006-10-01,Fraser Valley,Apartment,139.4
2006-11-01,Fraser Valley,Apartment,139.5
2006-12-01,Fraser Valley,Apartment,139.6
2007-01-01,Fraser Valley,Apartment,142.0
2007-02-01,Fraser Valley,Apartment,144.5
2007-03-01,Fraser Valley,Apartment,147.0
2007-04-01,Fraser Valley,Apartment,148.7
2007-05-01,Fraser Valley,Apartment,150.3
2007-06-01,Fraser Valley,Apartment,152.0
2007-07-01,Fraser Valley,Apartment,152.9
2007-08-01,Fraser Valley,Apartment,153.8
2007-09-01,Fraser Valley,Apartment,154.7
2007-10-01,Fraser Valley,Apartment,155.3
2007-11-01,Fraser Valley,Apartment,155.8
2007-12-01,Fraser Valley,Apartment,156.3
2008-01-01,Fraser Valley,Apartment,158.0
2008-02-01,Fraser Valley,Apartment,159.7
2008-03-01,Fraser Valley,Apartment,161.4
2008-04-01,Fraser Valley,Apartment,161.0
2008-05-01,Fraser Valley,Apartment,161.1
2008-06-01,Fraser Valley,Apartment,161.2
2008-07-01,Fraser Valley,Apartment,160.0
2008-08-01,Fraser Valley,Apartment,158.9
2008-09-01,Fraser Valley,Apartment,157.7
2008-10-01,Fraser Valley,Apartment,155.2
2008-11-01,Fraser Valley,Apartment,152.7
2008-12-01,Fraser Valley,Apartment,150.2
2009-01-01,Fraser Valley,Apartment,148.1
2009-02-01,Fraser Valley,Apartment,146.1
2009-03-01,Fraser Valley,Apartment,144.0
2009-04-01,Fraser Valley,Apartment,144.3
2009-05-01,Fraser Valley,Apartment,144.5
2009-06-01,Fraser Valley,Apartment,144.8
2009-07-01,Fraser Valley,Apartment,145.7
2009-08-01,Fraser Valley,Apartment,146.7
2009-09-01,Fraser Valley,Apartment,147.6
2009-10-01,Fraser Valley,Apartment,148.1
2009-11-01,Fraser Valley,Apartment,148.4
2009-12-01,Fraser Valley,Apartment,148.9
2010-01-01,Fraser Valley,Apartment,150.7
2010-02-01,Fraser Valley,Apartment,152.2
2010-03-01,Fraser Valley,Apartment,152.9
2010-04-01,Fraser Valley,Apartment,153.2
2010-05-01,Fraser Valley,Apartment,153.7
2010-06-01,Fraser Valley,Apartment,154.1
2010-07-01,Fraser Valley,Apartment,151.4
2010-08-01,Fraser Valley,Apartment,149.4
2010-09-01,Fraser Valley,Apartment,148.3
2010-10-01,Fraser Valley,Apartment,148.3
2010-11-01,Fraser Valley,Apartment,149.1
2010-12-01,Fraser Valley,Apartment,148.4
2011-01-01,Fraser Valley,Apartment,149.2
2011-02-01,Fraser Valley,Apartment,150.4
2011-03-01,Fraser Valley,Apartment,151.8
2011-04-01,Fraser Valley,Apartment,152.8
2011-05-01,Fraser Valley,Apartment,152.9
2011-06-01,Fraser Valley,Apartment,152.5
2011-07-01,Fraser Valley,Apartment,153.3
2011-08-01,Fraser Valley,Apartment,151.9
2011-09-01,Fraser Valley,Apartment,151.0
2011-10-01,Fraser Valley,Apartment,149.8
2011-11-01,Fraser Valley,Apartment,148.6
2011-12-01,Fraser Valley,Apartment,150.1
2012-01-01,Fraser Valley,Apartment,149.8
2012-02-01,Fraser Valley,Apartment,151.4
2012-03-01,Fraser Valley,Apartment,153.1
2012-04-01,Fraser Valley,Apartment,153.3
2012-05-01,Fraser Valley,Apartment,153.3
2012-06-01,Fraser Valley,Apartment,151.4
2012-07-01,Fraser Valley,Apartment,153.9
2012-08-01,Fraser Valley,Apartment,153.8
2012-09-01,Fraser Valley,Apartment,152.6
2012-10-01,Fraser Valley,Apartment,149.5
2012-11-01,Fraser Valley,Apartment,149.6
2012-12-01,Fraser Valley,Apartment,146.8
2013-01-01,Fraser Valley,Apartment,147.8
2013-02-01,Fraser Valley,Apartment,148.1
2013-03-01,Fraser Valley,Apartment,149.2
2013-04-01,Fraser Valley,Apartment,150.7
2013-05-01,Fraser Valley,Apartment,149.6
2013-06-01,Fraser Valley,Apartment,148.9
2013-07-01,Fraser Valley,Apartment,148.6
2013-08-01,Fraser Valley,Apartment,150.8
2013-09-01,Fraser Valley,Apartment,150.0
2013-10-01,Fraser Valley,Apartment,147.9
2013-11-01,Fraser Valley,Apartment,144.5
2013-12-01,Fraser Valley,Apartment,142.5
2014-01-01,Fraser Valley,Apartment,142.9
2014-02-01,Fraser Valley,Apartment,143.6
2014-03-01,Fraser Valley,Apartment,146.0
2014-04-01,Fraser Valley,Apartment,146.3
2014-05-01,Fraser Valley,Apartment,146.6
2014-06-01,Fraser Valley,Apartment,146.2
2014-07-01,Fraser Valley,Apartment,145.1
2014-08-01,Fraser Valley,Apartment,146.3
2014-09-01,Fraser Valley,Apartment,146.1
2014-10-01,Fraser Valley,Apartment,147.2
2014-11-01,Fraser Valley,Apartment,145.7
2014-12-01,Fraser Valley,Apartment,145.2
2015-01-01,Fraser Valley,Apartment,144.7
2015-02-01,Fraser Valley,Apartment,146.4
2015-03-01,Fraser Valley,Apartment,147.5
2015-04-01,Fraser Valley,Apartment,147.9
2015-05-01,Fraser Valley,Apartment,148.2
2015-06-01,Fraser Valley,Apartment,148.2
2015-07-01,Fraser Valley,Apartment,148.9
2015-08-01,Fraser Valley,Apartment,149.3
2015-09-01,Fraser Valley,Apartment,152.4
2015-10-01,Fraser Valley,Apartment,154.0
2015-11-01,Fraser Valley,Apartment,155.7
2015-12-01,Fraser Valley,Apartment,154.4
2016-01-01,Fraser Valley,Apartment,154.9
2016-02-01,Fraser Valley,Apartment,159.5
2016-03-01,Fraser Valley,Apartment,165.1
2016-04-01,Fraser Valley,Apartment,168.1
2016-05-01,Fraser Valley,Apartment,172.6
2016-06-01,Fraser Valley,Apartment,178.0
2016-07-01,Fraser Valley,Apartment,184.7
2016-08-01,Fraser Valley,Apartment,190.1
2016-09-01,Fraser Valley,Apartment,191.6
2016-10-01,Fraser Valley,Apartment,196.0
2016-11-01,Fraser Valley,Apartment,199.2
2016-12-01,Fraser Valley,Apartment,199.5
2017-01-01,Fraser Valley,Apartment,202.3
2017-02-01,Fraser Valley,Apartment,208.1
2017-03-01,Fraser Valley,Apartment,215.0
2017-04-01,Fraser Valley,Apartment,221.8
2017-05-01,Fraser Valley,Apartment,229.5
2017-06-01,Fraser Valley,Apartment,234.9
2017-07-01,Fraser Valley,Apartment,245.2
2017-08-01,Fraser Valley,Apartment,250.9
2017-09-01,Fraser Valley,Apartment,257.5
2017-10-01,Fraser Valley,Apartment,265.6
2017-11-01,Fraser Valley,Apartment,271.1
